Date,Meal,Name,Calories,Carbs,Fat,Protein,Cholesterol,Sodium,Sugars,Fibre
8-Jul-16,Snacks,"Kind - Nut Delight Snack Bar, 1 bar",210,14,16,6,0,10,5,3
9-Jul-16,Breakfast,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
9-Jul-16,Breakfast,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 12 fluid ounce",135,20,0,14,8,210,20,0
9-Jul-16,Lunch,"Quick Add - Myfitnesspal Premium, 1 serving(s)",1200,0,0,0,0,0,0,0
9-Jul-16,Dinner,"Watermelon, raw, 4 cup, diced",182,46,1,4,0,6,38,2
9-Jul-16,Dinner,"Sunbeam - Hot Dog Bun, 86 g (1 bun=43g)",240,48,3,8,0,440,8,2
9-Jul-16,Dinner,"Oscar Meyer - Hot Dogs, 2 link",260,2,24,10,70,680,1,0
9-Jul-16,Dinner,"Beef - Hamburger, 4 oz",200,0,11,22,0,0,0,0
9-Jul-16,Dinner,"Quick Add - Myfitnesspal Premium, 1 serving(s)",645,0,0,0,0,0,0,0
10-Jul-16,Lunch,"Jif - peanut butter reduced fat, 4 tbsp (36 gram)",380,30,24,14,0,400,8,0
10-Jul-16,Lunch,"Arnold - Whole Grains Double Protein Bread, 4 Slice (43g)",400,64,8,28,0,600,8,12
10-Jul-16,Lunch,"Smucker&#x27;s - Sugar Free Blackberry Jam (Seedless), 4 tablespoon",40,20,0,0,0,0,0,8
10-Jul-16,Lunch,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 12 fluid ounce",135,20,0,14,8,210,20,0
10-Jul-16,Lunch,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
10-Jul-16,Lunch,"Oikos - Triple Zero Coconut Creme, 1 container",120,14,0,15,5,65,6,6
10-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 14 fluid ounce",158,23,0,16,9,245,23,0
10-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
11-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
11-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 1.13 cup",146,14,6,9,23,146,14,0
11-Jul-16,Breakfast,"Supermarket - Banana, 1 banana",105,27,0,0,0,1,0,3
11-Jul-16,Breakfast,"Value Naturals - Mammoth Pecans, 0.25 cup",200,4,20,3,0,0,1,3
11-Jul-16,Lunch,"Arnold - Whole Grains Double Protein Bread, 4 Slice (43g)",400,64,8,28,0,600,8,12
11-Jul-16,Lunch,"Jif - peanut butter reduced fat, 4 tbsp (36 gram)",380,30,24,14,0,400,8,0
11-Jul-16,Lunch,"Supermarket - Banana, 1 banana",105,27,0,0,0,1,0,3
11-Jul-16,Lunch,"Oscar Mayer Selects - Smoked Uncured Turkey Bacon, 2 slice",60,0,5,4,10,280,0,0
11-Jul-16,Lunch,"Oikos - Triple Zero Vanilla Yogurt, 1 Container",120,14,0,15,4,65,6,6
11-Jul-16,Dinner,"Timea - Avocado, 1 Medium Avocado (150g)",170,15,26,3,0,14,0,12
11-Jul-16,Dinner,"Oscar Mayer Selects - Smoked Uncured Turkey Bacon, 3 slice",90,0,8,6,15,420,0,0
11-Jul-16,Dinner,"Generic - Egg, Large Whole, 4 Egg",280,0,20,24,740,280,0,0
11-Jul-16,Dinner,"Signature Kitchens - Lentils, 0.38 cup",105,29,0,12,0,8,0,14
11-Jul-16,Dinner,"Kraft Philadelphia - Cream Cheese - Fat Free, 33 g (2 Tbsp)",30,3,0,4,0,210,1,0
11-Jul-16,Dinner,"Daisy - Light Sour Cream, 1 Tbsp (30g)",20,1,1,1,5,13,1,0
11-Jul-16,Dinner,"Brownberry Whole Grain Health Nut Bread - Sliced Bread, 2 slice (43g)",220,38,4,10,0,320,6,6
11-Jul-16,Dinner,"Kale, raw, 0.5 oz(s)",7,1,0,1,0,5,0,1
11-Jul-16,Snacks,"Skim Milk, 1.5 cup skim milk",135,20,2,12,8,195,18,0
11-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 12 fluid ounce",135,20,0,14,8,210,20,0
11-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
12-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
12-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 1.13 cup",146,14,6,9,23,146,14,0
12-Jul-16,Breakfast,"Supermarket - Banana, 1 banana",105,27,0,0,0,1,0,3
12-Jul-16,Lunch,"Oikos - Mixed Berry Triple Zero, 1 Container (150g)",120,14,0,15,5,65,6,6
12-Jul-16,Lunch,"Smucker&#x27;s - Sugar Free Blackberry Jam (Seedless), 4 tablespoon",40,20,0,0,0,0,0,8
12-Jul-16,Lunch,"Brownberry Whole Grain Health Nut Bread - Sliced Bread, 4 slice (43g)",440,76,8,20,0,640,12,12
12-Jul-16,Lunch,"Jif - peanut butter reduced fat, 4 tbsp (36 gram)",380,30,24,14,0,400,8,0
12-Jul-16,Dinner,"Kraft Philadelphia - Cream Cheese - Fat Free, 33 g (2 Tbsp)",30,3,0,4,0,210,1,0
12-Jul-16,Dinner,"Daisy - Light Sour Cream, 2 Tbsp (30g)",40,2,3,2,10,25,2,0
12-Jul-16,Dinner,"Athenos - Fat Free Feta Cheese Crumbled (g), 22.4 g",24,1,0,6,4,344,0,0
12-Jul-16,Dinner,"Shady Brook farms - Fresh turkey breast chops, 8 oz",220,0,2,50,120,480,0,0
12-Jul-16,Dinner,"Oscar Mayer Selects - Smoked Uncured Turkey Bacon, 2 slice",60,0,5,4,10,280,0,0
12-Jul-16,Dinner,"Red Onion, 0.75 Cup, Chopped",24,6,0,0,0,2,2,1
12-Jul-16,Dinner,"Peppers, sweet, red, raw, 2 cup, chopped",92,18,1,3,0,12,13,6
12-Jul-16,Dinner,"Peppers, sweet, green, raw, 2 cup, chopped",60,14,1,3,0,9,7,5
12-Jul-16,Dinner,"Safeway - 100% Pure Vegetable Oil, 1.5 tbsp",180,0,21,0,0,0,0,0
12-Jul-16,Dinner,"Signature Kitchens - Lentils, 0.3 cup",84,23,0,10,0,6,0,11
13-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
13-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 1.13 cup",146,14,6,9,23,146,14,0
13-Jul-16,Breakfast,"Supermarket - Banana, 1 banana",105,27,0,0,0,1,0,3
13-Jul-16,Breakfast,"Value Naturals - Mammoth Pecans, 0.25 cup",200,4,20,3,0,0,1,3
13-Jul-16,Lunch,"Quick Add - Myfitnesspal Premium, 1 serving(s)",800,0,0,0,0,0,0,0
13-Jul-16,Dinner,"Signature Kitchens - Lentils, 0.5 cup",140,38,0,16,0,10,0,18
13-Jul-16,Dinner,"Shady Brook farms - Fresh turkey breast chops, 6 oz",165,0,2,38,90,360,0,0
13-Jul-16,Dinner,"Green Giant - Steamers Green Beans &amp; Almonds, 225 grams",120,12,6,3,0,240,3,3
13-Jul-16,Dinner,"Athenos - Fat Free Feta Cheese Crumbled (g), 28 g",30,1,0,7,5,430,0,0
13-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 1 scoop",120,3,1,24,30,130,1,0
13-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 14 fluid ounce",158,23,0,16,9,245,23,0
14-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
14-Jul-16,Breakfast,"Value Naturals - Mammoth Pecans, 0.25 cup",200,4,20,3,0,0,1,3
14-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 1.13 cup",146,14,6,9,23,146,14,0
14-Jul-16,Lunch,"Arnold - Whole Grains Double Protein Bread, 4 Slice (43g)",400,64,8,28,0,600,8,12
14-Jul-16,Lunch,"Jif - peanut butter reduced fat, 4 tbsp (36 gram)",380,30,24,14,0,400,8,0
14-Jul-16,Lunch,"Oikos - Mixed Berry Triple Zero, 1 Container (150g)",120,14,0,15,5,65,6,6
14-Jul-16,Lunch,"Meadow Gold Viva - Milk - 2%, 8 fluid ounce",130,12,5,8,20,130,12,0
14-Jul-16,Dinner,"Subway - Seafood Sensation, 12 &quot; Sub",820,100,38,26,34,1480,16,10
14-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 2.5 scoop",300,8,3,60,75,325,3,0
14-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 6 fluid ounce",68,10,0,7,4,105,10,0
14-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 14 fluid ounce",158,23,0,16,9,245,23,0
14-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
15-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
15-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 0.75 cup",98,9,4,6,15,98,9,0
15-Jul-16,Breakfast,"Jif - peanut butter reduced fat, 1 tbsp (36 gram)",95,8,6,4,0,100,2,0
15-Jul-16,Lunch,"Panera - Bacon Turkey Bravo, 1 Half sandwich",400,42,14,26,40,1400,3,2
15-Jul-16,Lunch,"Panera Bread - Everything Bagel, 1 bagel",300,58,2,10,0,590,4,2
15-Jul-16,Lunch,"Arnold - Whole Grains Double Protein Bread, 4 Slice (43g)",400,64,8,28,0,600,8,12
15-Jul-16,Lunch,"Jif - peanut butter reduced fat, 2 tbsp (36 gram)",190,15,12,7,0,200,4,0
15-Jul-16,Lunch,"Smucker&#x27;s - Sugar Free Blackberry Jam (Seedless), 3 tablespoon",30,15,0,0,0,0,0,6
15-Jul-16,Dinner,"Oscar Mayer Selects - Smoked Uncured Turkey Bacon, 2 slice",60,0,5,4,10,280,0,0
15-Jul-16,Dinner,"Shady Brook farms - Fresh turkey breast chops, 8 oz",220,0,2,50,120,480,0,0
15-Jul-16,Dinner,"Daisy - Light Sour Cream, 2 Tbsp (30g)",40,2,3,2,10,25,2,0
15-Jul-16,Dinner,"Kraft Philadelphia - Cream Cheese - Fat Free, 33 g (2 Tbsp)",30,3,0,4,0,210,1,0
15-Jul-16,Dinner,"Signature Kitchens - Lentils, 0.25 cup",70,19,0,8,0,5,0,9
15-Jul-16,Dinner,"Athenos - Fat Free Feta Cheese Crumbled (g), 28 g",30,1,0,7,5,430,0,0
15-Jul-16,Dinner,"Safeway - 100% Pure Vegetable Oil, 1 tbsp",120,0,14,0,0,0,0,0
15-Jul-16,Dinner,"Raw - Bell Pepper, Red, 0.2 cup sliced",6,1,0,0,0,1,1,0
15-Jul-16,Dinner,"Red Onion, 0.5 Cup, Chopped",8,2,0,0,0,1,1,0
15-Jul-16,Dinner,"Bell Pepper - Green Chopped, 0.5 cup chopped (150g)",15,3,0,1,0,2,2,1
15-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 14 fluid ounce",158,23,0,16,9,245,23,0
15-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
16-Jul-16,Breakfast,"Clif Bar - Chocolate Chip - Updated, 68 g (1 bar)",250,45,5,10,0,150,22,4
16-Jul-16,Lunch,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 45 g (1 packet)",160,29,3,7,0,290,1,6
16-Jul-16,Lunch,"Jif - peanut butter reduced fat, 1 tbsp (36 gram)",95,8,6,4,0,100,2,0
16-Jul-16,Lunch,"Nature Valley - Protein Granola - Oats &amp; Honey (Grams), 0.5 cup (50g)",210,31,6,10,0,140,12,3
16-Jul-16,Lunch,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 0.75 cup",68,10,0,7,4,105,10,0
16-Jul-16,Dinner,"Quick Add - Myfitnesspal Premium, 1 serving(s)",1200,0,0,0,0,0,0,0
16-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 14 fluid ounce",158,23,0,16,9,245,23,0
16-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
16-Jul-16,Snacks,"Oikos Triple Zero - Greek Yogurt - Coffee, 1 Container (150g)",120,15,0,15,0,150,6,6
16-Jul-16,Snacks,"Oikos - Triple Zero Vanilla Yogurt, 1 Container",120,14,0,15,4,65,6,6
16-Jul-16,Snacks,"Supermarket - Banana, 3 banana",315,81,1,0,0,3,0,9
16-Jul-16,Snacks,"Imperial - Stick Butter (One Stick), 1 tbsp",70,0,7,0,0,105,0,0
17-Jul-16,Lunch,"Quick Add - Myfitnesspal Premium, 1 serving(s)",875,0,0,0,0,0,0,0
17-Jul-16,Dinner,"Signature Kitchens - Lentils, 0.5 cup",140,38,0,16,0,10,0,18
17-Jul-16,Dinner,"Green Giant - Broccoli Spears and Butter Sauce Steamers, 10 oz",100,15,5,5,0,875,8,5
17-Jul-16,Dinner,"Signature Select - Original Moose Tracks Ice Cream, 2 Cup",720,72,44,12,120,260,60,4
17-Jul-16,Dinner,"Jifs - Lowfat Peanut Butter, 1 tbsp.",95,8,6,4,0,110,2,1
17-Jul-16,Dinner,"Daisy - Light Sour Cream, 3 Tbsp (30g)",60,3,4,3,15,38,3,0
18-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
18-Jul-16,Breakfast,"Jifs - Lowfat Peanut Butter, 1 tbsp.",95,8,6,4,0,110,2,1
18-Jul-16,Lunch,"Egg-land&#x27;s Best Egg - Large, 6 egg (50g)",360,0,24,36,1050,390,0,0
18-Jul-16,Lunch,"Kraft Philadelphia - Cream Cheese - Fat Free, 33 g (2 Tbsp)",30,3,0,4,0,210,1,0
18-Jul-16,Lunch,"Arnold - Whole Grains Oatnut Bread, 4 slice (43g)",480,88,10,16,0,600,16,8
18-Jul-16,Lunch,"Ataulfo - Mango, 165 g (325g)",107,28,0,1,0,3,24,3
18-Jul-16,Lunch,"Oikos - Peach Triple Zero Yogurt, 5.3 oz (150g)",120,14,0,15,4,65,6,6
18-Jul-16,Dinner,"Quick Add - Myfitnesspal Premium, 1 serving(s)",800,0,0,0,0,0,0,0
19-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 1.3 cup",169,16,7,10,26,169,16,0
19-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
19-Jul-16,Breakfast,"Jifs - Lowfat Peanut Butter, 1 tbsp.",95,8,6,4,0,110,2,1
19-Jul-16,Lunch,"Ataulfo - Mango, 165 g (325g)",107,28,0,1,0,3,24,3
19-Jul-16,Lunch,"Oikos - Peach Triple Zero Yogurt, 5.3 oz (150g)",120,14,0,15,4,65,6,6
19-Jul-16,Lunch,"Jifs - Lowfat Peanut Butter, 2 tbsp.",190,15,12,7,0,220,4,2
19-Jul-16,Lunch,"Smuckers - Strawberry Preserves Sugar Free, 5 Tbsp",50,25,0,0,0,0,0,15
19-Jul-16,Lunch,"Arnold - Whole Grain Oat Nut Bread, 4 Slice",480,88,10,16,0,600,16,8
19-Jul-16,Dinner,"Organics - Golden Flax Meal, 6 grams (2Tbsp)",30,2,3,2,0,0,0,1
19-Jul-16,Dinner,"Safeway Kitchens - Flounder Fillets, 2 fillets",80,0,2,14,50,330,0,0
19-Jul-16,Dinner,"Green Giant - Box Frozen Antioxidant Blend Veggies, 2 cup",100,14,6,2,0,230,6,4
19-Jul-16,Dinner,"Near East - 100% Natural Couscous Toasted Pine Nut (Corrected), 1.5 cup prepared",345,59,4,12,0,690,3,3
19-Jul-16,Snacks,"Goldfish - Crackers -cheddar, 1 Pouch (1.5 oz.)",200,28,7,5,5,360,0,1
19-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 3 scoop",360,9,3,72,90,390,3,0
19-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 4.3 cup",387,56,0,39,22,602,56,0
20-Jul-16,Breakfast,"Jifs - Lowfat Peanut Butter, 1 tbsp.",95,8,6,4,0,110,2,1
20-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
20-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 1.3 cup",169,16,7,10,26,169,16,0
20-Jul-16,Lunch,"Chopt Salad (Chop&#x27;t) - Egg Whites Portion, 1 Portion (64g)",30,1,0,7,0,105,0,0
20-Jul-16,Lunch,"Chopt - Shrimp, 1/2 cup cooked",70,0,1,14,135,380,0,0
20-Jul-16,Lunch,"Chopt - Black Beans, 57 g",70,13,0,5,0,135,0,5
20-Jul-16,Lunch,"Chopt - Green Apples, 1/4 Cup Diced",20,6,0,0,0,0,5,1
20-Jul-16,Lunch,"Chopt - Freebird Grilled Chicken, 184 g",300,0,7,56,150,340,0,0
20-Jul-16,Lunch,"Lettuce - Romain, 100 g",17,3,0,1,0,8,1,2
20-Jul-16,Dinner,"Egg-land&#x27;s Best Egg - Large, 4 egg (50g)",240,0,16,24,700,260,0,0
20-Jul-16,Dinner,"Kraft Philadelphia - Cream Cheese - Fat Free, 33 g (2 Tbsp)",30,3,0,4,0,210,1,0
20-Jul-16,Dinner,"Oscar Mayer Selects - Smoked Uncured Turkey Bacon, 2 slice",60,0,5,4,10,280,0,0
20-Jul-16,Dinner,"Signature Kitchens - Lentils, 0.5 cup",140,38,0,16,0,10,0,18
20-Jul-16,Dinner,"Arnold - Whole Grain Oat Nut Bread, 4 Slice",480,88,10,16,0,600,16,8
20-Jul-16,Dinner,"Daisy - Light Sour Cream, 2 Tbsp (30g)",40,2,3,2,10,25,2,0
20-Jul-16,Dinner,"Imperial - Stick Butter (One Stick), 1 tbsp",70,0,7,0,0,105,0,0
20-Jul-16,Dinner,"Green Giant - Healthy Vision Vegetable Blend - Steamers, 218 g frozen (1 cup) or 1/2 cup prepared",90,12,4,2,8,400,6,2
20-Jul-16,Dinner,"Kale, raw, 0.5 oz(s)",7,1,0,1,0,5,0,1
20-Jul-16,Dinner,"Onion - White Onion, 1 cup chopped",64,15,0,2,0,6,7,3
20-Jul-16,Dinner,"Safeway - 100% Pure Vegetable Oil, 1 tbsp",120,0,14,0,0,0,0,0
20-Jul-16,Snacks,"Jifs - Lowfat Peanut Butter, 1 tbsp.",95,8,6,4,0,110,2,1
20-Jul-16,Snacks,"Lucerne... - Low Fat, No Salt Added Cottage Cheese, 0.5 cup(113 g)",90,5,2,15,10,55,4,0
21-Jul-16,Breakfast,"Oscar Mayer Selects - Smoked Uncured Turkey Bacon, 2 slice",60,0,5,4,10,280,0,0
21-Jul-16,Breakfast,"Barbers Dairy Pure - 2% Milk, 1.3 cup",169,16,7,10,26,169,16,0
21-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
21-Jul-16,Lunch,"Smucker&#x27;s - Sugar-free Apricot Preserves, 5 Tbsp",50,25,0,0,0,50,0,10
21-Jul-16,Lunch,"Jifs - Lowfat Peanut Butter, 2 tbsp.",190,15,12,7,0,220,4,2
21-Jul-16,Lunch,"Dannon Oikos - Triple Zero Blended Greek Nonfat Yogurt (Strawberry), 5.3 oz (150g)",120,14,0,15,5,65,6,6
21-Jul-16,Lunch,"Arnold Whole Grains Bread - 12 Grain, 4 Slice",440,76,8,20,0,640,8,12
21-Jul-16,Dinner,"Quick Add - Myfitnesspal Premium, 1 serving(s)",1400,0,0,0,0,0,0,0
21-Jul-16,Snacks,"Muscle Milk - Muscle Milk Chocolate 17oz, 17 oz",320,13,15,34,20,360,4,2
21-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 12 fluid ounce",135,20,0,14,8,210,20,0
21-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 1 scoop",120,3,1,24,30,130,1,0
21-Jul-16,Snacks,"Nature Valley - Protein Granola - Oats &amp; Honey (Grams), 0.5 cup (50g)",210,31,6,10,0,140,12,3
22-Jul-16,Breakfast,"Oscar Mayer Selects - Smoked Uncured Turkey Bacon, 3 slice",90,0,8,6,15,420,0,0
22-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 1.3 cup",169,16,7,10,26,169,16,0
22-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
22-Jul-16,Lunch,"Jifs - Lowfat Peanut Butter, 2 tbsp.",190,15,12,7,0,220,4,2
22-Jul-16,Lunch,"Smucker&#x27;s - Sugar-free Apricot Preserves, 5 Tbsp",50,25,0,0,0,50,0,10
22-Jul-16,Lunch,"Dannon Oikos - Triple Zero Yogurt - Banana Creme, 150 g",120,14,0,15,0,65,6,6
22-Jul-16,Lunch,"Arnold - Whole Grains Health Nut Bread (Sue), 4 slice (43g)",440,76,8,20,0,640,12,12
22-Jul-16,Dinner,"Onion - White Onion, 1 cup chopped",64,15,0,2,0,6,7,3
22-Jul-16,Dinner,"Kale, raw, 0.5 oz(s)",7,1,0,1,0,5,0,1
22-Jul-16,Dinner,"Kraft Philadelphia - Cream Cheese - Fat Free, 33 g (2 Tbsp)",30,3,0,4,0,210,1,0
22-Jul-16,Dinner,"Signature Kitchens - Lentils, 0.5 cup",140,38,0,16,0,10,0,18
22-Jul-16,Dinner,"Eggs - White only, raw, 5 large",86,1,0,18,0,274,1,0
22-Jul-16,Dinner,"Green Giant Steamers - Sweet Peas, 273 grams frozen",150,36,0,12,0,630,15,9
22-Jul-16,Dinner,"Arnold - Whole Grains Double Fiber Bread, 2 Slice",180,38,3,8,0,280,4,12
22-Jul-16,Dinner,"Island Farms - Light Sour Cream, 3 Tbsp (30g)",53,3,3,3,15,38,3,0
22-Jul-16,Dinner,"Imperial - Stick Butter (One Stick), 1 tbsp",70,0,7,0,0,105,0,0
22-Jul-16,Snacks,"Plum - Black, Medium, 1 (2 1/2&quot; diameter)",32,8,0,0,0,0,7,1
22-Jul-16,Snacks,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 3 cup",270,39,0,27,15,420,39,0
22-Jul-16,Snacks,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
22-Jul-16,Snacks,"Oikos - Mixed Berry Triple Zero, 1 Container (150g)",120,14,0,15,5,65,6,6
22-Jul-16,Snacks,"Skim Milk - Skim Milk, 1 cup",80,11,0,8,5,110,11,0
22-Jul-16,Snacks,"Oscar Mayer Selects - Smoked Uncured Turkey Bacon, 1 slice",30,0,3,2,5,140,0,0
22-Jul-16,Snacks,"Lucerne... - Low Fat, No Salt Added Cottage Cheese, 0.06 cup(113 g)",11,1,0,2,1,7,1,0
22-Jul-16,Snacks,"Arnold - Whole Grains Health Nut Bread (Sue), 1 slice (43g)",110,19,2,5,0,160,3,3
23-Jul-16,Breakfast,"Oscar Mayer Selects - Smoked Uncured Turkey Bacon, 3 slice",90,0,8,6,15,420,0,0
23-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
23-Jul-16,Breakfast,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 26 fluid ounce",293,42,0,29,16,455,42,0
23-Jul-16,Breakfast,"Gold standard - Vanilla Whey Protein, 2 scoop",240,6,2,48,60,260,2,0
23-Jul-16,Lunch,"Jimmy John&#x27;s - Slim 4 Turkey Breast Sub, 208 g",410,65,3,29,30,1120,0,0
23-Jul-16,Lunch,"Jimmy John&#x27;s - Extra Avocado Spread, 1 serving(s)",0,0,0,0,0,0,0,0
23-Jul-16,Dinner,"Green Giant - Steamers Green Beans &amp; Almonds, 225 grams",120,12,6,3,0,240,3,3
23-Jul-16,Dinner,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 1.6 cup",144,21,0,14,8,224,21,0
23-Jul-16,Dinner,"shady brook farms - extra lean turkey breast , 14 oz",420,0,4,98,245,193,0,0
23-Jul-16,Dinner,"hamburger helper - three cheese (unprepared) , 4.5 cup",540,113,2,14,0,2340,0,0
24-Jul-16,Breakfast,"Lucerne - Fat Free Milk (With Vitamins A &amp; D), 1.3 cup",117,17,0,12,7,182,17,0
24-Jul-16,Breakfast,"Oscar Mayer Selects - Smoked Uncured Turkey Bacon, 2 slice",60,0,5,4,10,280,0,0
24-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
24-Jul-16,Breakfast,"Lucerne - Extra Large Egg, 2 egg",160,2,10,14,480,140,0,0
24-Jul-16,Lunch,"Guerrero - White Corn Tortillas Gluten Free, 6 Tortillas",300,60,5,6,0,30,6,9
24-Jul-16,Lunch,"Safeway - 100% Pure Vegetable Oil, 4 tbsp",480,0,56,0,0,0,0,0
24-Jul-16,Lunch,"Lucerne - Medium Cheddar, 2 Oz",220,2,18,14,0,360,0,0
24-Jul-16,Dinner,"Hanover - Great Northern Beans, 455 g/ 1/2 cup",385,74,0,25,0,1260,0,25
24-Jul-16,Dinner,"Sweet Baby Ray&#x27;s - Buffalo Wing Wing Sauce &amp; Glaze (Revised 5/3/16), 1 Tbsp (15 mL)",15,0,2,0,0,360,0,0
24-Jul-16,Dinner,"Perdue - Mesquite grilled chicken breast, 2 filet",280,4,4,54,170,720,0,0
24-Jul-16,Snacks,"Peet&#x27;s - Mango Sunrise Tea (Small), 12 oz",78,20,0,0,0,3,18,0
25-Jul-16,Breakfast,"Meadow Gold Viva - Milk - 2%, 1.3 cup",169,16,7,10,26,169,16,0
25-Jul-16,Breakfast,"Quaker - Instant Oatmeal-Weight Control-Maple &amp; Brown Sugar, 90 g (1 packet)",320,58,6,14,0,580,2,12
25-Jul-16,Breakfast,"Nature Valley Protein Crunchy Granola - Oats &#x27;n Honey, 0.25 Cup",105,16,2,5,0,68,6,2
25-Jul-16,Breakfast,"Jifs - Lowfat Peanut Butter, 1 tbsp.",95,8,6,4,0,110,2,1
25-Jul-16,Breakfast,"Usda Website - Pear Danjou, 166 grams raw",96,26,0,1,0,2,16,5
25-Jul-16,Lunch,"Chipotle - Cilantro-Lime White Rice, 4 oz",185,34,4,4,0,375,0,1
25-Jul-16,Lunch,"Chipotle - Roasted Chili-Corn Salsa, 3.5 oz",80,16,2,3,0,330,4,3
25-Jul-16,Lunch,"Chipotle - Guacamole, 3.5 oz",200,7,19,2,0,330,1,5
25-Jul-16,Lunch,"Chipotle - Tomatillo-Red Chili Salsa, 2 fl oz",25,4,1,1,0,500,1,2
25-Jul-16,Lunch,"Chipotle - Pinto Beans, 4 oz",115,21,1,6,0,300,1,10
25-Jul-16,Lunch,"Chipotle - Romaine Lettuce (tacos), 1 oz",5,1,0,0,0,0,0,1
25-Jul-16,Lunch,"Chipotle - Chicken, 4 oz",180,0,7,32,125,310,0,1
25-Jul-16,Lunch,"Chipotle - Fajita Vegetables, 2.5 oz",20,4,1,1,0,170,2,1
25-Jul-16,Dinner,"Rice Select - Couscous (Original), 1 cup dry (45 g)",640,132,4,24,0,0,4,4
